Time,U,V,W,U_Avg,V_Avg,W_Avg,U-U_Avg,V-V_Avg,W-W_Avg,Octant,,Octant Id,1,-1,2,-2,3,-3,4,-4
90.35,33.35,-0.77,-2.3,,,,6.043466464952097,-0.8183304757102035,-2.407577744158682,-4.0,,,,,,,,,,
90.36,31.11,-0.15,-2.04,,,,3.803466464952095,-0.1983304757102034,-2.1475777441586823,-4.0,,,,,,,,,,
90.37,33.18,-3.0,-0.98,,,,5.873466464952095,-3.048330475710203,-1.0875777441586822,-4.0,,,,,,,,,,
90.38,33.32,-2.37,0.28,,,,6.013466464952096,-2.4183304757102033,0.17242225584131787,4.0,,,,,,,,,,
90.39,33.48,-1.75,1.54,,,,6.173466464952092,-1.7983304757102034,1.4324222558413178,4.0,,,,,,,,,,
90.4,34.57,-1.47,1.47,,,,7.263466464952096,-1.5183304757102034,1.362422255841318,4.0,,,,,,,,,,
90.41,35.1,-1.87,1.25,,,,7.793466464952097,-1.9183304757102035,1.1424222558413177,4.0,,,,,,,,,,
90.42,35.86,-2.29,1.04,,,,8.553466464952095,-2.3383304757102032,0.9324222558413179,4.0,,,,,,,,,,
90.43,36.99,-2.26,0.17,,,,9.683466464952097,-2.308330475710203,0.06242225584131786,4.0,,,,,,,,,,
90.44,35.9,0.49,-0.71,,,,8.593466464952094,0.4416695242897966,-0.8175777441586821,-1.0,,,,,,,,,,
90.45,36.85,-2.41,-0.63,,,,9.543466464952097,-2.4583304757102034,-0.7375777441586822,-4.0,,,,,,,,,,
90.46,36.97,-2.2,-0.48,,,,9.663466464952094,-2.2483304757102034,-0.5875777441586821,-4.0,,,,,,,,,,
90.47,36.67,-1.08,-0.22,,,,9.363466464952097,-1.1283304757102035,-0.3275777441586821,-4.0,,,,,,,,,,
90.48,36.37,0.03,0.03,,,,9.063466464952093,-0.018330475710203402,-0.07757774415868215,-4.0,,,,,,,,,,
90.49,35.92,-2.41,-0.49,,,,8.613466464952097,-2.4583304757102034,-0.5975777441586821,-4.0,,,,,,,,,,
90.5,34.43,-1.09,-1.36,,,,7.123466464952095,-1.1383304757102035,-1.4675777441586821,-4.0,,,,,,,,,,
90.51,32.95,-0.6,-1.56,,,,5.643466464952098,-0.6483304757102034,-1.6675777441586823,-4.0,,,,,,,,,,
90.52,32.86,-1.21,-1.33,,,,5.553466464952095,-1.2583304757102034,-1.4375777441586823,-4.0,,,,,,,,,,
90.53,32.78,-1.82,-1.1,,,,5.4734664649520965,-1.8683304757102035,-1.2075777441586824,-4.0,,,,,,,,,,
90.54,33.57,-1.3,-0.86,,,,6.263466464952096,-1.3483304757102035,-0.9675777441586821,-4.0,,,,,,,,,,
90.55,33.4,-1.73,-0.93,,,,6.093466464952094,-1.7783304757102034,-1.0375777441586822,-4.0,,,,,,,,,,
90.56,33.25,-0.01,-0.83,,,,5.943466464952095,-0.0583304757102034,-0.9375777441586821,-4.0,,,,,,,,,,
90.57,32.35,1.7,-0.74,,,,5.043466464952097,1.6516695242897965,-0.8475777441586821,-1.0,,,,,,,,,,
90.58,32.04,3.04,-0.2,,,,4.7334664649520946,2.991669524289797,-0.30757774415868216,-1.0,,,,,,,,,,
90.59,32.8,-1.53,0.66,,,,5.493466464952093,-1.5783304757102035,0.5524222558413179,4.0,,,,,,,,,,
90.6,32.7,-0.92,0.79,,,,5.393466464952098,-0.9683304757102035,0.6824222558413179,4.0,,,,,,,,,,
90.61,29.95,0.84,0.39,,,,2.6434664649520947,0.7916695242897965,0.28242225584131786,1.0,,,,,,,,,,
90.62,27.21,2.6,0.0,,,,-0.09653353504790374,2.551669524289797,-0.10757774415868215,-2.0,,,,,,,,,,
90.63,28.57,1.72,0.19,,,,1.2634664649520957,1.6716695242897965,0.08242225584131785,1.0,,,,,,,,,,
90.64,30.18,-1.64,0.54,,,,2.873466464952095,-1.6883304757102033,0.4324222558413179,4.0,,,,,,,,,,
90.65,30.99,-2.49,-1.02,,,,3.683466464952094,-2.5383304757102034,-1.1275777441586823,-4.0,,,,,,,,,,
90.66,31.81,1.3,-0.8,,,,4.503466464952094,1.2516695242897966,-0.9075777441586822,-1.0,,,,,,,,,,
90.67,33.01,-1.95,-0.85,,,,5.703466464952093,-1.9983304757102034,-0.9575777441586821,-4.0,,,,,,,,,,
90.68,30.97,-2.85,-0.92,,,,3.6634664649520943,-2.8983304757102033,-1.0275777441586822,-4.0,,,,,,,,,,
90.69,27.84,1.61,-0.8,,,,0.5334664649520953,1.5616695242897967,-0.9075777441586822,-1.0,,,,,,,,,,
90.7,29.49,0.35,0.26,,,,2.183466464952094,0.3016695242897966,0.15242225584131786,1.0,,,,,,,,,,
90.71,32.64,1.78,0.98,,,,5.333466464952096,1.7316695242897966,0.8724222558413178,1.0,,,,,,,,,,
90.72,31.31,1.31,0.62,,,,4.003466464952094,1.2616695242897966,0.5124222558413178,1.0,,,,,,,,,,
90.73,29.76,2.87,1.57,,,,2.453466464952097,2.821669524289797,1.462422255841318,1.0,,,,,,,,,,
90.74,30.36,0.0,0.65,,,,3.053466464952095,-0.0483304757102034,0.5424222558413179,4.0,,,,,,,,,,
90.75,30.0,2.06,0.36,,,,2.6934664649520954,2.011669524289797,0.25242225584131783,1.0,,,,,,,,,,
90.76,29.66,4.12,0.08,,,,2.3534664649520955,4.0716695242897964,-0.027577744158682152,-1.0,,,,,,,,,,
90.77,31.22,-0.1,0.0,,,,3.9134664649520943,-0.1483304757102034,-0.10757774415868215,-4.0,,,,,,,,,,
90.78,32.79,2.01,0.04,,,,5.4834664649520946,1.9616695242897964,-0.06757774415868215,-1.0,,,,,,,,,,
90.79,34.2,4.47,-1.98,,,,6.893466464952098,4.421669524289796,-2.0875777441586822,-1.0,,,,,,,,,,
90.8,35.71,3.66,-0.76,,,,8.403466464952096,3.611669524289797,-0.8675777441586822,-1.0,,,,,,,,,,
90.81,34.12,2.5,-1.02,,,,6.813466464952093,2.451669524289797,-1.1275777441586823,-1.0,,,,,,,,,,
90.82,32.53,-1.14,-0.51,,,,5.2234664649520965,-1.1883304757102033,-0.6175777441586822,-4.0,,,,,,,,,,
90.83,31.95,-1.6,0.12,,,,4.643466464952095,-1.6483304757102035,0.012422255841317842,4.0,,,,,,,,,,
90.84,31.38,-2.06,0.76,,,,4.073466464952094,-2.1083304757102033,0.6524222558413179,4.0,,,,,,,,,,
90.85,33.89,-1.12,0.38,,,,6.583466464952096,-1.1683304757102035,0.27242225584131785,4.0,,,,,,,,,,
90.86,32.36,-0.19,0.0,,,,5.053466464952095,-0.2383304757102034,-0.10757774415868215,-4.0,,,,,,,,,,
90.87,30.84,-4.03,1.05,,,,3.5334664649520953,-4.078330475710204,0.9424222558413179,4.0,,,,,,,,,,
90.88,30.25,-2.32,0.87,,,,2.9434664649520954,-2.368330475710203,0.7624222558413178,4.0,,,,,,,,,,
90.89,31.4,1.36,0.22,,,,4.093466464952094,1.3116695242897967,0.11242225584131785,1.0,,,,,,,,,,
90.9,32.54,2.3,-0.41,,,,5.2334664649520946,2.2516695242897966,-0.5175777441586822,-1.0,,,,,,,,,,
90.91,28.47,3.24,-0.05,,,,1.1634664649520943,3.191669524289797,-0.15757774415868214,-1.0,,,,,,,,,,
90.92,30.5,4.14,-0.23,,,,3.1934664649520954,4.091669524289796,-0.33757774415868214,-1.0,,,,,,,,,,
90.93,32.07,0.26,0.49,,,,4.763466464952096,0.2116695242897966,0.38242225584131784,1.0,,,,,,,,,,
90.94,32.25,-0.82,-0.31,,,,4.943466464952095,-0.8683304757102034,-0.41757774415868215,-4.0,,,,,,,,,,
90.95,32.44,-0.15,-2.07,,,,5.133466464952093,-0.1983304757102034,-2.177577744158682,-4.0,,,,,,,,,,
90.96,33.28,0.17,-1.33,,,,5.9734664649520965,0.1216695242897966,-1.4375777441586823,-1.0,,,,,,,,,,
90.97,27.63,-1.65,-0.52,,,,0.3234664649520944,-1.6983304757102033,-0.6275777441586822,-4.0,,,,,,,,,,
90.98,27.21,1.96,0.43,,,,-0.09653353504790374,1.9116695242897965,0.32242225584131784,2.0,,,,,,,,,,
90.99,30.16,0.93,0.74,,,,2.8534664649520955,0.8816695242897966,0.6324222558413178,1.0,,,,,,,,,,
91.0,31.99,1.08,-0.24,,,,4.683466464952094,1.0316695242897966,-0.34757774415868214,-1.0,,,,,,,,,,
91.01,32.21,0.44,-1.01,,,,4.903466464952096,0.3916695242897966,-1.117577744158682,-1.0,,,,,,,,,,
91.02,32.44,-0.2,-1.78,,,,5.133466464952093,-0.24833047571020342,-1.887577744158682,-4.0,,,,,,,,,,
91.03,31.05,1.54,-1.2,,,,3.743466464952096,1.4916695242897966,-1.307577744158682,-1.0,,,,,,,,,,
91.04,31.18,1.04,-0.58,,,,3.873466464952095,0.9916695242897966,-0.6875777441586821,-1.0,,,,,,,,,,
91.05,31.31,0.54,0.03,,,,4.003466464952094,0.49166952428979666,-0.07757774415868215,-1.0,,,,,,,,,,
91.06,32.43,-0.6,0.68,,,,5.123466464952095,-0.6483304757102034,0.5724222558413179,4.0,,,,,,,,,,
91.07,33.55,0.13,-0.41,,,,6.243466464952093,0.0816695242897966,-0.5175777441586822,-1.0,,,,,,,,,,
91.08,32.98,-1.74,-1.86,,,,5.673466464952092,-1.7883304757102034,-1.9675777441586821,-4.0,,,,,,,,,,
91.09,32.83,-1.24,-1.53,,,,5.523466464952094,-1.2883304757102034,-1.637577744158682,-4.0,,,,,,,,,,
91.1,32.58,2.88,-1.83,,,,5.273466464952094,2.8316695242897967,-1.9375777441586823,-1.0,,,,,,,,,,
91.11,32.93,0.17,-1.77,,,,5.623466464952095,0.1216695242897966,-1.8775777441586823,-1.0,,,,,,,,,,
91.12,32.78,1.4,-0.44,,,,5.4734664649520965,1.3516695242897965,-0.5475777441586822,-1.0,,,,,,,,,,
91.13,32.86,2.63,-1.1,,,,5.553466464952095,2.5816695242897967,-1.2075777441586824,-1.0,,,,,,,,,,
91.14,33.96,-0.31,-1.04,,,,6.653466464952096,-0.3583304757102034,-1.1475777441586823,-4.0,,,,,,,,,,
91.15,33.62,-1.1,-1.03,,,,6.313466464952093,-1.1483304757102035,-1.137577744158682,-4.0,,,,,,,,,,
91.16,33.3,-2.95,-1.42,,,,5.993466464952093,-2.9983304757102034,-1.5275777441586822,-4.0,,,,,,,,,,
91.17,33.32,-2.63,-1.36,,,,6.013466464952096,-2.678330475710203,-1.4675777441586821,-4.0,,,,,,,,,,
91.18,32.83,-0.98,-0.82,,,,5.523466464952094,-1.0283304757102034,-0.9275777441586821,-4.0,,,,,,,,,,
91.19,32.35,0.21,-0.98,,,,5.043466464952097,0.16166952428979658,-1.0875777441586822,-1.0,,,,,,,,,,
91.2,27.77,1.42,-1.14,,,,0.463466464952095,1.3716695242897965,-1.247577744158682,-1.0,,,,,,,,,,
91.21,31.16,-0.92,-0.73,,,,3.8534664649520955,-0.9683304757102035,-0.8375777441586821,-4.0,,,,,,,,,,
91.22,31.02,-3.26,-0.32,,,,3.713466464952095,-3.308330475710203,-0.42757774415868216,-4.0,,,,,,,,,,
91.23,30.88,-3.35,0.27,,,,3.5734664649520944,-3.3983304757102033,0.16242225584131786,4.0,,,,,,,,,,
91.24,33.23,-0.34,0.46,,,,5.923466464952092,-0.3883304757102034,0.35242225584131787,4.0,,,,,,,,,,
91.25,30.66,-1.7,0.57,,,,3.3534664649520955,-1.7483304757102034,0.4624222558413178,4.0,,,,,,,,,,
91.26,32.42,-1.0,0.71,,,,5.113466464952097,-1.0483304757102034,0.6024222558413178,4.0,,,,,,,,,,
91.27,33.03,4.27,0.06,,,,5.7234664649520965,4.221669524289796,-0.047577744158682156,-1.0,,,,,,,,,,
91.28,33.37,1.63,0.38,,,,6.063466464952093,1.5816695242897965,0.27242225584131785,1.0,,,,,,,,,,
91.29,33.65,0.82,-0.15,,,,6.343466464952094,0.7716695242897965,-0.2575777441586822,-1.0,,,,,,,,,,
91.3,33.91,-2.35,0.83,,,,6.603466464952092,-2.3983304757102033,0.7224222558413178,4.0,,,,,,,,,,
91.31,32.06,-3.26,1.82,,,,4.753466464952098,-3.308330475710203,1.712422255841318,4.0,,,,,,,,,,
91.32,30.21,-4.17,1.93,,,,2.9034664649520963,-4.218330475710204,1.822422255841318,4.0,,,,,,,,,,
91.33,32.5,-0.86,2.08,,,,5.193466464952095,-0.9083304757102034,1.9724222558413178,4.0,,,,,,,,,,
91.34,33.35,1.72,1.73,,,,6.043466464952097,1.6716695242897965,1.6224222558413177,1.0,,,,,,,,,,
91.35,33.0,-4.08,0.52,,,,5.693466464952095,-4.128330475710204,0.41242225584131786,4.0,,,,,,,,,,
91.36,32.65,-1.11,-0.78,,,,5.343466464952094,-1.1583304757102035,-0.8875777441586822,-4.0,,,,,,,,,,
91.37,32.4,-2.58,-0.31,,,,5.093466464952094,-2.6283304757102033,-0.41757774415868215,-4.0,,,,,,,,,,
91.38,31.63,-2.76,-0.27,,,,4.323466464952094,-2.808330475710203,-0.37757774415868217,-4.0,,,,,,,,,,
91.39,33.29,-2.96,-0.68,,,,5.9834664649520946,-3.008330475710203,-0.7875777441586822,-4.0,,,,,,,,,,
91.4,33.53,-0.4,-1.03,,,,6.2234664649520965,-0.4483304757102034,-1.137577744158682,-4.0,,,,,,,,,,
91.41,33.75,-1.77,-1.77,,,,6.443466464952095,-1.8183304757102035,-1.8775777441586823,-4.0,,,,,,,,,,
91.42,31.82,-2.52,-2.19,,,,4.513466464952096,-2.5683304757102032,-2.297577744158682,-4.0,,,,,,,,,,
91.43,29.91,-3.28,-2.15,,,,2.6034664649520955,-3.328330475710203,-2.257577744158682,-4.0,,,,,,,,,,
91.44,28.73,-1.45,-1.36,,,,1.4234664649520958,-1.4983304757102034,-1.4675777441586821,-4.0,,,,,,,,,,
91.45,27.55,0.37,-0.59,,,,0.24346646495209612,0.3216695242897966,-0.6975777441586821,-1.0,,,,,,,,,,
91.46,31.43,-2.0,-0.13,,,,4.123466464952095,-2.048330475710203,-0.23757774415868216,-4.0,,,,,,,,,,
91.47,33.23,-0.63,-2.03,,,,5.923466464952092,-0.6783304757102034,-2.137577744158682,-4.0,,,,,,,,,,
91.48,30.01,0.01,-2.4,,,,2.703466464952097,-0.0383304757102034,-2.507577744158682,-4.0,,,,,,,,,,
91.49,30.62,1.35,-2.73,,,,3.3134664649520964,1.3016695242897967,-2.8375777441586822,-1.0,,,,,,,,,,
91.5,31.24,2.7,-2.37,,,,3.933466464952094,2.651669524289797,-2.4775777441586824,-1.0,,,,,,,,,,
91.51,28.97,2.5,-2.02,,,,1.6634664649520943,2.451669524289797,-2.1275777441586823,-1.0,,,,,,,,,,
91.52,26.71,2.3,-0.98,,,,-0.5965335350479037,2.2516695242897966,-1.0875777441586822,-2.0,,,,,,,,,,
91.53,30.45,-3.07,-1.53,,,,3.1434664649520947,-3.118330475710203,-1.637577744158682,-4.0,,,,,,,,,,
91.54,30.43,-4.67,-1.04,,,,3.123466464952095,-4.718330475710204,-1.1475777441586823,-4.0,,,,,,,,,,
91.55,26.12,0.98,0.13,,,,-1.1865335350479036,0.9316695242897965,0.02242225584131785,2.0,,,,,,,,,,
91.56,26.23,2.22,-0.4,,,,-1.0765335350479042,2.171669524289797,-0.5075777441586822,-2.0,,,,,,,,,,
91.57,26.17,3.47,-0.13,,,,-1.1365335350479029,3.421669524289797,-0.23757774415868216,-2.0,,,,,,,,,,
91.58,29.37,2.08,0.2,,,,2.0634664649520964,2.031669524289797,0.09242225584131786,1.0,,,,,,,,,,
91.59,29.46,0.32,-0.55,,,,2.1534664649520963,0.2716695242897966,-0.6575777441586822,-1.0,,,,,,,,,,
91.6,29.76,0.59,0.13,,,,2.453466464952097,0.5416695242897965,0.02242225584131785,1.0,,,,,,,,,,
91.61,30.07,0.87,0.82,,,,2.7634664649520957,0.8216695242897966,0.7124222558413178,1.0,,,,,,,,,,
91.62,27.63,-0.06,0.68,,,,0.3234664649520944,-0.1083304757102034,0.5724222558413179,4.0,,,,,,,,,,
91.63,31.15,-1.18,-0.76,,,,3.843466464952094,-1.2283304757102034,-0.8675777441586822,-4.0,,,,,,,,,,
91.64,31.76,-2.58,-1.86,,,,4.453466464952097,-2.6283304757102033,-1.9675777441586821,-4.0,,,,,,,,,,
91.65,31.36,3.33,-2.07,,,,4.053466464952095,3.281669524289797,-2.177577744158682,-1.0,,,,,,,,,,
91.66,32.19,1.64,-2.59,,,,4.883466464952093,1.5916695242897965,-2.697577744158682,-1.0,,,,,,,,,,
91.67,29.06,2.94,-2.75,,,,1.7534664649520941,2.8916695242897967,-2.8575777441586823,-1.0,,,,,,,,,,
91.68,26.28,2.21,-2.18,,,,-1.0265335350479035,2.1616695242897968,-2.2875777441586824,-2.0,,,,,,,,,,
91.69,24.66,1.48,-1.62,,,,-2.6465335350479045,1.4316695242897965,-1.7275777441586824,-2.0,,,,,,,,,,
91.7,31.2,-2.15,-0.97,,,,3.8934664649520947,-2.198330475710203,-1.077577744158682,-4.0,,,,,,,,,,
91.71,27.93,-0.33,-1.29,,,,0.6234664649520951,-0.3783304757102034,-1.3975777441586823,-4.0,,,,,,,,,,
91.72,30.75,-2.05,-1.68,,,,3.4434664649520954,-2.098330475710203,-1.787577744158682,-4.0,,,,,,,,,,
91.73,28.51,-0.86,-0.76,,,,1.203466464952097,-0.9083304757102034,-0.8675777441586822,-4.0,,,,,,,,,,
91.74,30.66,0.63,0.76,,,,3.3534664649520955,0.5816695242897966,0.6524222558413179,1.0,,,,,,,,,,
91.75,29.58,2.12,0.0,,,,2.2734664649520937,2.071669524289797,-0.10757774415868215,-1.0,,,,,,,,,,
91.76,29.66,-2.43,-0.21,,,,2.3534664649520955,-2.4783304757102034,-0.3175777441586821,-4.0,,,,,,,,,,
91.77,27.91,0.97,1.48,,,,0.6034664649520955,0.9216695242897965,1.3724222558413177,1.0,,,,,,,,,,
91.78,28.06,2.75,1.6,,,,0.7534664649520941,2.701669524289797,1.4924222558413178,1.0,,,,,,,,,,
91.79,32.31,-0.66,1.09,,,,5.003466464952098,-0.7083304757102035,0.9824222558413179,4.0,,,,,,,,,,
91.8,30.61,0.24,1.24,,,,3.303466464952095,0.19166952428979658,1.132422255841318,1.0,,,,,,,,,,
91.81,28.85,3.24,0.35,,,,1.5434664649520968,3.191669524289797,0.24242225584131782,1.0,,,,,,,,,,
91.82,32.4,3.89,-0.27,,,,5.093466464952094,3.841669524289797,-0.37757774415868217,-1.0,,,,,,,,,,
91.83,33.05,4.54,-0.71,,,,5.743466464952093,4.491669524289796,-0.8175777441586821,-1.0,,,,,,,,,,
91.84,33.46,4.45,-1.76,,,,6.153466464952096,4.4016695242897965,-1.867577744158682,-1.0,,,,,,,,,,
91.85,33.01,5.5,-1.36,,,,5.703466464952093,5.451669524289796,-1.4675777441586821,-1.0,,,,,,,,,,
91.86,30.21,5.45,-1.99,,,,2.9034664649520963,5.4016695242897965,-2.097577744158682,-1.0,,,,,,,,,,
91.87,33.32,4.77,-1.97,,,,6.013466464952096,4.721669524289796,-2.077577744158682,-1.0,,,,,,,,,,
91.88,31.45,4.1,-1.33,,,,4.143466464952095,4.051669524289796,-1.4375777441586823,-1.0,,,,,,,,,,
91.89,28.85,4.13,-0.83,,,,1.5434664649520968,4.081669524289796,-0.9375777441586821,-1.0,,,,,,,,,,
91.9,28.69,4.16,0.27,,,,1.3834664649520967,4.1116695242897965,0.16242225584131786,1.0,,,,,,,,,,
91.91,29.8,4.21,0.1,,,,2.493466464952096,4.161669524289796,-0.007577744158682148,-1.0,,,,,,,,,,
91.92,31.04,1.26,-0.87,,,,3.7334664649520946,1.2116695242897966,-0.9775777441586821,-1.0,,,,,,,,,,
91.93,29.94,2.57,-0.08,,,,2.6334664649520967,2.5216695242897966,-0.18757774415868217,-1.0,,,,,,,,,,
91.94,27.63,3.88,-0.12,,,,0.3234664649520944,3.8316695242897967,-0.22757774415868215,-1.0,,,,,,,,,,
91.95,29.3,2.48,0.38,,,,1.9934664649520961,2.4316695242897968,0.27242225584131785,1.0,,,,,,,,,,
91.96,25.61,1.09,0.76,,,,-1.6965335350479052,1.0416695242897966,0.6524222558413179,2.0,,,,,,,,,,
91.97,27.0,3.9,0.43,,,,-0.3065335350479046,3.8516695242897967,0.32242225584131784,2.0,,,,,,,,,,
91.98,32.35,2.67,-1.47,,,,5.043466464952097,2.6216695242897967,-1.577577744158682,-1.0,,,,,,,,,,
91.99,31.41,1.58,-1.53,,,,4.1034664649520955,1.5316695242897966,-1.637577744158682,-1.0,,,,,,,,,,
92.0,30.48,0.49,-1.6,,,,3.173466464952096,0.4416695242897966,-1.7075777441586824,-1.0,,,,,,,,,,
92.01,31.0,-0.22,-1.32,,,,3.6934664649520954,-0.2683304757102034,-1.427577744158682,-4.0,,,,,,,,,,
92.02,31.52,-0.93,-1.04,,,,4.213466464952095,-0.9783304757102035,-1.1475777441586823,-4.0,,,,,,,,,,
92.03,29.78,-2.14,-0.66,,,,2.4734664649520965,-2.1883304757102033,-0.7675777441586822,-4.0,,,,,,,,,,
92.04,28.34,-0.1,-0.99,,,,1.0334664649520953,-0.1483304757102034,-1.097577744158682,-4.0,,,,,,,,,,
92.05,29.88,3.7,-0.48,,,,2.5734664649520944,3.651669524289797,-0.5875777441586821,-1.0,,,,,,,,,,
92.06,30.16,4.85,-0.59,,,,2.8534664649520955,4.801669524289796,-0.6975777441586821,-1.0,,,,,,,,,,
92.07,30.45,3.72,-0.7,,,,3.1434664649520947,3.671669524289797,-0.8075777441586821,-1.0,,,,,,,,,,
92.08,29.33,2.6,-0.98,,,,2.0234664649520937,2.551669524289797,-1.0875777441586822,-1.0,,,,,,,,,,
92.09,27.05,3.53,-1.04,,,,-0.2565335350479039,3.4816695242897966,-1.1475777441586823,-2.0,,,,,,,,,,
92.1,24.53,3.99,-0.85,,,,-2.7765335350479035,3.941669524289797,-0.9575777441586821,-2.0,,,,,,,,,,
92.11,28.95,1.65,-0.26,,,,1.6434664649520947,1.6016695242897965,-0.36757774415868216,-1.0,,,,,,,,,,
92.12,30.14,1.92,0.1,,,,2.833466464952096,1.8716695242897965,-0.007577744158682148,-1.0,,,,,,,,,,
92.13,31.33,2.19,0.46,,,,4.023466464952094,2.1416695242897967,0.35242225584131787,1.0,,,,,,,,,,
92.14,30.39,1.43,-0.1,,,,3.083466464952096,1.3816695242897965,-0.20757774415868216,-1.0,,,,,,,,,,
92.15,30.82,0.28,-0.93,,,,3.5134664649520957,0.23166952428979662,-1.0375777441586822,-1.0,,,,,,,,,,
92.16,28.83,1.44,-0.54,,,,1.5234664649520937,1.3916695242897965,-0.6475777441586822,-1.0,,,,,,,,,,
92.17,30.16,-1.76,-1.64,,,,2.8534664649520955,-1.8083304757102034,-1.747577744158682,-4.0,,,,,,,,,,
92.18,29.36,-0.58,-1.42,,,,2.053466464952095,-0.6283304757102034,-1.5275777441586822,-4.0,,,,,,,,,,
92.19,28.56,0.6,-1.2,,,,1.2534664649520941,0.5516695242897965,-1.307577744158682,-1.0,,,,,,,,,,
92.2,30.23,-0.27,-1.02,,,,2.923466464952096,-0.3183304757102034,-1.1275777441586823,-4.0,,,,,,,,,,
92.21,27.54,-2.53,-0.31,,,,0.23346646495209455,-2.578330475710203,-0.41757774415868215,-4.0,,,,,,,,,,
92.22,26.75,-2.25,-0.14,,,,-0.5565335350479046,-2.298330475710203,-0.24757774415868217,-3.0,,,,,,,,,,
92.23,25.97,-1.97,0.03,,,,-1.3365335350479057,-2.0183304757102034,-0.07757774415868215,-3.0,,,,,,,,,,
92.24,29.3,-1.77,0.4,,,,1.9934664649520961,-1.8183304757102035,0.29242225584131787,4.0,,,,,,,,,,
92.25,28.11,-4.52,0.05,,,,0.8034664649520948,-4.568330475710203,-0.05757774415868215,-4.0,,,,,,,,,,
92.26,27.79,-4.39,-0.17,,,,0.48346646495209455,-4.438330475710203,-0.2775777441586822,-4.0,,,,,,,,,,
92.27,30.7,-3.94,-0.38,,,,3.3934664649520947,-3.988330475710203,-0.48757774415868216,-4.0,,,,,,,,,,
92.28,26.03,-3.5,-0.74,,,,-1.2765335350479035,-3.548330475710203,-0.8475777441586821,-3.0,,,,,,,,,,
92.29,27.75,-4.12,-0.2,,,,0.4434664649520954,-4.168330475710204,-0.30757774415868216,-4.0,,,,,,,,,,
92.3,27.72,-1.43,0.19,,,,0.41346646495209427,-1.4783304757102034,0.08242225584131785,4.0,,,,,,,,,,
92.31,29.19,2.69,-0.86,,,,1.8834664649520967,2.6416695242897967,-0.9675777441586821,-1.0,,,,,,,,,,
92.32,23.97,3.12,-0.32,,,,-3.3365335350479057,3.071669524289797,-0.42757774415868216,-2.0,,,,,,,,,,
92.33,25.9,3.55,-0.38,,,,-1.406533535047906,3.5016695242897966,-0.48757774415868216,-2.0,,,,,,,,,,
92.34,27.05,2.86,-0.36,,,,-0.2565335350479039,2.8116695242897967,-0.46757774415868214,-2.0,,,,,,,,,,
92.35,28.2,2.18,-0.35,,,,0.8934664649520947,2.131669524289797,-0.45757774415868213,-1.0,,,,,,,,,,
92.36,30.46,1.7,-0.8,,,,3.1534664649520963,1.6516695242897965,-0.9075777441586822,-1.0,,,,,,,,,,
92.37,30.46,2.73,-1.59,,,,3.1534664649520963,2.6816695242897968,-1.6975777441586821,-1.0,,,,,,,,,,
92.38,29.01,1.09,-1.85,,,,1.703466464952097,1.0416695242897966,-1.9575777441586824,-1.0,,,,,,,,,,
92.39,27.8,1.24,-2.11,,,,0.4934664649520961,1.1916695242897966,-2.217577744158682,-1.0,,,,,,,,,,
92.4,26.6,1.4,-1.81,,,,-0.7065335350479032,1.3516695242897965,-1.9175777441586823,-2.0,,,,,,,,,,
92.41,28.58,-0.97,-0.35,,,,1.2734664649520937,-1.0183304757102034,-0.45757774415868213,-4.0,,,,,,,,,,
92.42,29.83,-3.92,-1.04,,,,2.5234664649520937,-3.968330475710203,-1.1475777441586823,-4.0,,,,,,,,,,
92.43,31.08,-2.44,-0.69,,,,3.7734664649520937,-2.488330475710203,-0.7975777441586821,-4.0,,,,,,,,,,
92.44,29.31,0.97,-0.87,,,,2.003466464952094,0.9216695242897965,-0.9775777441586821,-1.0,,,,,,,,,,
92.45,33.12,1.93,-0.63,,,,5.813466464952093,1.8816695242897965,-0.7375777441586822,-1.0,,,,,,,,,,
92.46,31.63,1.07,-1.6,,,,4.323466464952094,1.0216695242897966,-1.7075777441586824,-1.0,,,,,,,,,,
92.47,32.87,2.1,-2.2,,,,5.563466464952093,2.051669524289797,-2.3075777441586824,-1.0,,,,,,,,,,
92.48,33.08,1.5,-2.3,,,,5.773466464952094,1.4516695242897966,-2.407577744158682,-1.0,,,,,,,,,,
92.49,33.3,0.91,-2.49,,,,5.993466464952093,0.8616695242897966,-2.5975777441586825,-1.0,,,,,,,,,,
92.5,33.07,-0.44,-2.74,,,,5.763466464952096,-0.4883304757102034,-2.8475777441586825,-4.0,,,,,,,,,,
92.51,31.72,-0.89,-2.54,,,,4.413466464952094,-0.9383304757102034,-2.6475777441586823,-4.0,,,,,,,,,,
92.52,30.1,-0.31,-2.46,,,,2.793466464952097,-0.3583304757102034,-2.5675777441586822,-4.0,,,,,,,,,,
92.53,28.72,-0.41,-2.04,,,,1.4134664649520943,-0.45833047571020336,-2.1475777441586823,-4.0,,,,,,,,,,
92.54,27.86,2.74,-1.64,,,,0.5534664649520948,2.691669524289797,-1.747577744158682,-1.0,,,,,,,,,,
92.55,27.97,-0.82,-1.78,,,,0.6634664649520943,-0.8683304757102034,-1.887577744158682,-4.0,,,,,,,,,,
92.56,28.31,1.02,-1.31,,,,1.0034664649520941,0.9716695242897966,-1.4175777441586823,-1.0,,,,,,,,,,
92.57,28.65,2.88,-0.85,,,,1.343466464952094,2.8316695242897967,-0.9575777441586821,-1.0,,,,,,,,,,
